0.0000000e+00 1.0000000e+00
1.0000000e+02 1.0000000e+00
1.0000000e+02 9.6258683e-01
2.0000000e+02 9.6258683e-01
2.0000000e+02 9.2009581e-01
3.0000000e+02 9.2009581e-01
3.0000000e+02 8.6184431e-01
4.0000000e+02 8.6184431e-01
4.0000000e+02 8.2131737e-01
5.0000000e+02 8.2131737e-01
5.0000000e+02 7.6122156e-01
6.0000000e+02 7.6122156e-01
6.0000000e+02 7.0584431e-01
7.0000000e+02 7.0584431e-01
7.0000000e+02 6.7480240e-01
8.0000000e+02 6.7480240e-01
8.0000000e+02 6.4639521e-01
9.0000000e+02 6.4639521e-01
9.0000000e+02 6.0632335e-01
1.0000000e+03 6.0632335e-01
1.0000000e+03 5.7566467e-01
1.1000000e+03 5.7566467e-01
1.1000000e+03 5.4852695e-01
1.2000000e+03 5.4852695e-01
1.2000000e+03 5.2407186e-01
1.3000000e+03 5.2407186e-01
1.3000000e+03 5.1132934e-01
1.4000000e+03 5.1132934e-01
1.4000000e+03 5.0040719e-01
1.5000000e+03 5.0040719e-01
1.5000000e+03 4.8795210e-01
1.6000000e+03 4.8795210e-01
1.6000000e+03 4.6881437e-01
1.7000000e+03 4.6881437e-01
1.7000000e+03 4.4074251e-01
1.8000000e+03 4.4074251e-01
1.8000000e+03 4.1425150e-01
1.9000000e+03 4.1425150e-01
1.9000000e+03 3.6409581e-01
2.0000000e+03 3.6409581e-01
2.0000000e+03 3.3614371e-01
2.1000000e+03 3.3614371e-01
2.1000000e+03 3.0337725e-01
2.2000000e+03 3.0337725e-01
2.2000000e+03 2.7995210e-01
2.3000000e+03 2.7995210e-01
2.3000000e+03 2.6694611e-01
2.4000000e+03 2.6694611e-01
2.4000000e+03 2.5046707e-01
2.5000000e+03 2.5046707e-01
2.5000000e+03 2.0934132e-01
2.6000000e+03 2.0934132e-01
2.6000000e+03 1.7025150e-01
2.7000000e+03 1.7025150e-01
2.7000000e+03 1.3631138e-01
2.8000000e+03 1.3631138e-01
2.8000000e+03 1.0704192e-01
2.9000000e+03 1.0704192e-01
2.9000000e+03 9.2287425e-02
3.0000000e+03 9.2287425e-02
3.0000000e+03 8.2658683e-02
3.1000000e+03 8.2658683e-02
3.1000000e+03 7.6095808e-02
3.2000000e+03 7.6095808e-02
3.2000000e+03 6.7449102e-02
3.3000000e+03 6.7449102e-02
3.3000000e+03 5.3916168e-02
3.4000000e+03 5.3916168e-02
3.4000000e+03 4.2874251e-02
3.5000000e+03 4.2874251e-02
3.5000000e+03 3.1209581e-02
3.6000000e+03 3.1209581e-02
3.6000000e+03 2.4239521e-02
3.7000000e+03 2.4239521e-02
3.7000000e+03 1.8922156e-02
3.8000000e+03 1.8922156e-02
3.8000000e+03 1.4059880e-02
3.9000000e+03 1.4059880e-02
3.9000000e+03 8.3592814e-03
4.0000000e+03 8.3592814e-03
4.0000000e+03 6.7544910e-03
4.1000000e+03 6.7544910e-03
4.1000000e+03 3.5209581e-03
4.2000000e+03 3.5209581e-03
4.2000000e+03 1.2455090e-03
4.3000000e+03 1.2455090e-03
4.3000000e+03 1.6766467e-04
4.4000000e+03 1.6766467e-04
4.4000000e+03 0.0000000e+00
4.5000000e+03 0.0000000e+00
4.5000000e+03 0.0000000e+00
