0.0000000e+00 1.0000000e+00
1.0000000e+02 1.0000000e+00
1.0000000e+02 9.7864906e-01
2.0000000e+02 9.7864906e-01
2.0000000e+02 9.5617607e-01
3.0000000e+02 9.5617607e-01
3.0000000e+02 9.2253070e-01
4.0000000e+02 9.2253070e-01
4.0000000e+02 8.9633892e-01
5.0000000e+02 8.9633892e-01
5.0000000e+02 8.5951976e-01
6.0000000e+02 8.5951976e-01
6.0000000e+02 8.2633924e-01
7.0000000e+02 8.2633924e-01
7.0000000e+02 8.0383419e-01
8.0000000e+02 8.0383419e-01
8.0000000e+02 7.8288398e-01
9.0000000e+02 7.8288398e-01
9.0000000e+02 7.5630750e-01
1.0000000e+03 7.5630750e-01
1.0000000e+03 7.3433142e-01
1.1000000e+03 7.3433142e-01
1.1000000e+03 7.1291636e-01
1.2000000e+03 7.1291636e-01
1.2000000e+03 6.9206232e-01
1.3000000e+03 6.9206232e-01
1.3000000e+03 6.7694675e-01
1.4000000e+03 6.7694675e-01
1.4000000e+03 6.6226397e-01
1.5000000e+03 6.6226397e-01
1.5000000e+03 6.4602635e-01
1.6000000e+03 6.4602635e-01
1.6000000e+03 6.2587760e-01
1.7000000e+03 6.2587760e-01
1.7000000e+03 6.0005450e-01
1.8000000e+03 6.0005450e-01
1.8000000e+03 5.7549771e-01
1.9000000e+03 5.7549771e-01
1.9000000e+03 5.3920751e-01
2.0000000e+03 5.3920751e-01
2.0000000e+03 5.1311192e-01
2.1000000e+03 5.1311192e-01
2.1000000e+03 4.8425929e-01
2.2000000e+03 4.8425929e-01
2.2000000e+03 4.5912544e-01
2.3000000e+03 4.5912544e-01
2.3000000e+03 4.3931331e-01
2.4000000e+03 4.3931331e-01
2.4000000e+03 4.1684032e-01
2.5000000e+03 4.1684032e-01
2.5000000e+03 3.8109512e-01
2.6000000e+03 3.8109512e-01
2.6000000e+03 3.4490110e-01
2.7000000e+03 3.4490110e-01
2.7000000e+03 3.1051839e-01
2.8000000e+03 3.1051839e-01
2.8000000e+03 2.7599141e-01
2.9000000e+03 2.7599141e-01
2.9000000e+03 2.4930273e-01
3.0000000e+03 2.4930273e-01
3.0000000e+03 2.2596416e-01
3.1000000e+03 2.2596416e-01
3.1000000e+03 2.0469336e-01
3.2000000e+03 2.0469336e-01
3.2000000e+03 1.8334242e-01
3.3000000e+03 1.8334242e-01
3.3000000e+03 1.6067707e-01
3.4000000e+03 1.6067707e-01
3.4000000e+03 1.4075273e-01
3.5000000e+03 1.4075273e-01
3.5000000e+03 1.2154971e-01
3.6000000e+03 1.2154971e-01
3.6000000e+03 1.0508768e-01
3.7000000e+03 1.0508768e-01
3.7000000e+03 8.9924021e-02
3.8000000e+03 8.9924021e-02
3.8000000e+03 7.5433591e-02
3.9000000e+03 7.5433591e-02
3.9000000e+03 6.1119482e-02
4.0000000e+03 6.1119482e-02
4.0000000e+03 4.9273876e-02
4.1000000e+03 4.9273876e-02
4.1000000e+03 3.7540474e-02
4.2000000e+03 3.7540474e-02
4.2000000e+03 2.6688680e-02
4.3000000e+03 2.6688680e-02
4.3000000e+03 1.7103196e-02
4.4000000e+03 1.7103196e-02
4.4000000e+03 8.2550572e-03
4.5000000e+03 8.2550572e-03
4.5000000e+03 0.0000000e+00
